,10A Pocillopora damicornis,11A Pocillopora damicornis,12A Pocillopora damicornis,13 Acropora sp,14 Acropora sp,18 Porites sp,23 Acropora sp,24A Acropora sp,26 Acropora sp,28 Acropora sp,29 Acropora sp,2A Pocillopora damicornis,30A Montipora sp,31A Porites sp,32A Porites sp,33A Montipora sp,34A Montipora sp,35A Montipora sp,36A Montipora sp,3A Pocillopora damicornis,42A Porites sp,43A Pocillopora damicornis,46A Porites sp,47A Porites sp,47B Porites sp,48A Acropora sp,49A Acropora sp,4A Pocillopora damicornis,50A Acropora sp,6A Pocillopora damicornis,7A Porites sp,8A Montipora sp,9AMontipora sp
Zotu2781,0,0,0,0,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,275.862069,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2974,0,0,0,4.830917874,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3656,3.759398496,0,0,0,0,0,0,0,0,0,3.984063745,0,4,0,16.04278075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3139,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
Zotu2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.025641,0,0,0,0,0,0
Zotu4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu6488,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5140,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2027,0,0,0,4.830917874,0,0,0,0,0,0,7.96812749,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7242,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6507,3.759398496,0,0,0,0,0,0,0,3.95256917,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.52941176,18.34862385,0,0,0,0,0,0,0,78.65168539,0,0,0,0,160.9756098,0,0,0
Zotu2777,7.518796992,0,0,4.830917874,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu2851,3.759398496,0,0,0,0,0,0,0,0,0,11.95219124,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.76470588,0,0,0,0,0,0,0,0,22.47191011,0,0,0,0,24.3902439,0,0,0
Zotu6568,0,0,17.85714286,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu930,0,0,0,0,0,0,0,0,0,0,0,0,0,787.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8912,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2651,0,0,0,0,0,0,0,0,0,0,0,0,0,362.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4585,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7804878,0,0,0
Zotu3470,0,0,0,0,0,9.900990099,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,0,0
Zotu6904,7.518796992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2797,0,0,0,0,0,0,21.73913043,25.64102564,0,0,0,8.620689655,0,0,0,7.352941176,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,14.63414634,0,0,0
Zotu2343,0,0,0,0,0,0,0,0,3.95256917,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4824,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu7512,0,0,0,4.830917874,0,0,0,0,3.95256917,0,0,8.620689655,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756097561,0,0,0
Zotu7372,0,0,0,0,0,29.7029703,0,0,0,34.18803419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,0,0,0,0,0,0,0
Zotu6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4789,0,0,0,0,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,0,34.48275862,0,0,0,0,0,4.87804878,0,0,0
Zotu6845,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7584,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,9.756097561,0,0,0
Zotu4465,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5337,0,0,0,4.830917874,0,0,0,8.547008547,0,0,0,0,0,0,0,14.70588235,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu4336,0,0,0,0,0,0,0,0,3.95256917,0,0,0,8,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2354,0,0,0,0,0,0,21.73913043,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4.87804878,0,0,0
Zotu9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu1682,0,0,0,4.830917874,0,0,21.73913043,8.547008547,3.95256917,0,3.984063745,8.620689655,0,0,0,0,9.174311927,0,21.27659574,0,0,0,0,0,0,0,12.82051282,0,11.36363636,14.63414634,0,0,0
Zotu5074,11.27819549,0,0,0,0,0,0,0,0,8.547008547,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu9010,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu4062,0,0,0,4.830917874,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8344,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu2238,0,0,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82051282,0,0,0,0,0,0
Zotu2966,7.518796992,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2243,0,0,0,4.830917874,0,0,0,0,0,0,0,25.86206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2290,3.759398496,0,0,0,0,0,0,0,0,0,0,0,20,0,42.78074866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1585,0,0,0,9.661835749,0,0,0,8.547008547,0,8.547008547,3.984063745,0,0,0,0,14.70588235,0,31.74603175,0,0,0,0,20,0,0,0,0,0,0,4.87804878,0,0,0
Zotu1829,0,0,0,9.661835749,0,0,0,0,3.95256917,0,0,43.10344828,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,12.82051282,0,0,0,0,0,0
Zotu8102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7707,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0
Zotu5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8391,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6596,0,0,0,0,0,0,0,0,3.95256917,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7499,0,0,0,4.830917874,0,0,0,0,0,0,0,8.620689655,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8763,0,0,0,0,0,0,0,0,3.95256917,0,7.96812749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4128,0,0,0,0,0,0,21.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,34.48275862,22.47191011,0,6.41025641,0,0,19.51219512,0,0,0
Zotu1448,33.83458647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27272727,0,0,0,0,0,0,0
Zotu2625,0,0,0,0,0,0,0,0,0,0,0,0,0,337.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2515,0,0,0,0,0,0,0,0,0,0,3.984063745,0,8,25,48.12834225,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8923,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1679,0,0,0,0,0,0,0,0,0,0,0,0,4,50,32.0855615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2133,3.759398496,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,53.47593583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6273,0,0,0,0,0,0,21.73913043,0,3.95256917,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,9.756097561,0,0,0
Zotu7762,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu7806,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,6.41025641,0,0,0,0,0,0
Zotu2701,3.759398496,0,0,0,0,0,0,8.547008547,0,0,0,17.24137931,0,0,0,7.352941176,9.174311927,7.936507937,21.27659574,0,0,0,0,0,0,0,0,0,0,9.756097561,0,0,0
Zotu8062,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4519,0,0,0,0,26.31578947,0,0,0,3.95256917,0,0,0,4,0,0,7.352941176,0,0,0,0,0,0,0,103.4482759,11.23595506,0,0,0,0,0,0,0,0
Zotu6544,7.518796992,0,0,0,0,0,0,0,3.95256917,8.547008547,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3161,0,0,0,0,0,0,0,0,11.85770751,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,6.41025641,0,0,4.87804878,0,0,0
Zotu2925,3.759398496,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu2801,3.759398496,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5241,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5015,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3905,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9012,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu3329,0,0,0,0,0,0,0,0,3.95256917,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,0,0,0,22.72727273,6.41025641,0,0,9.756097561,0,0,0
Zotu4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04278075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1341,0,0,17.85714286,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0
Zotu4717,0,0,0,0,0,0,0,0,0,0,3.984063745,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3381,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8341,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu6696,3.759398496,0,0,0,0,0,0,8.547008547,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7668,0,0,0,0,0,0,0,0,0,8.547008547,0,8.620689655,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu6340,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1993,11.27819549,0,0,9.661835749,0,9.900990099,0,0,3.95256917,0,0,0,0,0,0,0,9.174311927,0,0,0,0,54.05405405,0,0,0,0,0,0,0,0,0,0,0
Zotu2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.1034483,0,0,0,0,0,0,0,0,0
Zotu6797,0,0,0,0,0,0,21.73913043,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.54545455,0,0,0,0,0,0,0
Zotu3871,0,0,0,0,0,0,0,0,0,0,0,0,8,37.5,5.347593583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7380,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9253,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.7234043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5226,7.518796992,0,0,4.830917874,0,0,0,0,3.95256917,0,3.984063745,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu8383,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4386,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu1395,3.759398496,0,0,0,0,0,0,0,0,0,7.96812749,0,20,37.5,53.47593583,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7490,3.759398496,0,0,4.830917874,0,0,0,0,7.90513834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2551,3.759398496,0,0,9.661835749,0,0,0,0,7.90513834,8.547008547,3.984063745,0,4,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu2946,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,0,0,0,0,0,0,0
Zotu2172,0,0,0,0,0,0,0,0,0,0,7.96812749,0,0,0,0,0,18.34862385,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4611,0,0,0,4.830917874,0,0,0,0,3.95256917,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,11.23595506,0,0,0,0,43.90243902,0,0,0
Zotu8989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,11.36363636,4.87804878,0,0,0
Zotu4347,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5275,0,0,0,0,0,0,0,0,0,8.547008547,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6047,0,0,0,0,0,0,0,0,0,8.547008547,3.984063745,8.620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34862385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4645,0,0,0,0,52.63157895,0,0,17.09401709,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3364,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.49206349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,11.23595506,0,0,0,0,0,100,0,0
Zotu2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8602,0,0,0,0,0,0,21.73913043,17.09401709,0,0,0,0,4,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41176471,0,0,0,0,0,0,0,0,22.47191011,0,0,0,0,19.51219512,0,0,0
Zotu3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.72727273,0,0,0,0,0,0,0
Zotu6956,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4070,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.6341463,0
Zotu5319,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7803,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu1625,0,0,0,0,0,0,21.73913043,25.64102564,0,25.64102564,3.984063745,0,0,0,0,7.352941176,9.174311927,7.936507937,0,0,0,0,0,0,0,0,0,0,11.36363636,14.63414634,0,0,0
Zotu8670,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,22.47191011,0,6.41025641,0,0,43.90243902,0,0,0
Zotu8034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5477,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2053,0,0,0,0,0,0,0,0,3.95256917,8.547008547,0,51.72413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu4200,0,0,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
