,10A Pocillopora damicornis,11A Pocillopora damicornis,12A Pocillopora damicornis,13 Acropora sp,14 Acropora sp,18 Porites sp,23 Acropora sp,24A Acropora sp,26 Acropora sp,28 Acropora sp,29 Acropora sp,2A Pocillopora damicornis,30A Montipora sp,31A Porites sp,32A Porites sp,33A Montipora sp,34A Montipora sp,35A Montipora sp,36A Montipora sp,3A Pocillopora damicornis,42A Porites sp,43A Pocillopora damicornis,46A Porites sp,47A Porites sp,47B Porites sp,48A Acropora sp,49A Acropora sp,4A Pocillopora damicornis,50A Acropora sp,6A Pocillopora damicornis,7A Porites sp,8A Montipora sp,9AMontipora sp
Zotu1995,0,0,0,0,0,0,0,0,7.90513834,0,0,60.34482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82051282,0,0,0,0,0,0
Zotu1864,0,0,0,0,0,0,0,0,0,0,3.984063745,0,8,25,53.47593583,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.70588235,0,0,0,0,0,0,0,0,33.70786517,0,6.41025641,0,0,39.02439024,0,0,0
Zotu3901,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,0,0
Zotu3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.47058824,0,0,0,0,0,0,0,0,44.94382022,0,6.41025641,0,0,97.56097561,0,0,0
Zotu6095,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7222,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1803,15.03759398,0,0,9.661835749,0,0,0,8.547008547,15.81027668,0,15.93625498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu1837,0,0,0,9.661835749,0,0,0,8.547008547,7.90513834,0,0,0,4,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0
Zotu8473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1944,0,0,0,4.830917874,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8211,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,100,0,0
Zotu2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04278075,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1714,0,0,0,4.830917874,0,0,0,0,7.90513834,0,0,68.96551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0
Zotu8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6600,3.759398496,0,17.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6673,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu2335,3.759398496,0,0,4.830917874,0,0,0,0,0,0,7.96812749,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756097561,0,0,0
Zotu6282,0,0,0,9.661835749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6141,0,0,0,0,78.94736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2152,7.518796992,0,0,0,0,0,43.47826087,8.547008547,0,0,0,0,0,0,0,14.70588235,0,0,0,0,0,0,40,0,0,0,0,0,0,4.87804878,0,0,0
Zotu9229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.87179487,0,0,0,0,0,0
Zotu5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4464,0,0,0,0,0,0,0,8.547008547,0,8.547008547,0,8.620689655,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu3512,0,0,0,0,0,39.6039604,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.81818182,0,0,0,0,0,0,0
Zotu1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.70588235,0,0,0,0,0,0,0,0,44.94382022,0,0,0,0,53.65853659,0,0,0
Zotu4458,0,0,0,0,0,0,0,0,3.95256917,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu3722,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4800,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7500,3.759398496,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2361,3.759398496,0,0,9.661835749,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,73.17073171,0
Zotu4577,3.759398496,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6869,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5785,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu6859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7850,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2017,0,0,0,0,0,0,0,0,0,0,3.984063745,0,12,0,42.78074866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu3247,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16.04278075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2306,0,0,0,0,0,0,0,0,3.95256917,0,7.96812749,0,8,0,37.43315508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1664,0,0,0,0,0,0,0,17.09401709,7.90513834,0,0,8.620689655,0,0,0,14.70588235,0,0,0,0,71.42857143,0,40,0,0,0,6.41025641,0,0,14.63414634,0,0,0
Zotu6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1690,0,0,0,0,0,0,0,0,0,0,3.984063745,0,4,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18181818,0,0,0,0,0,0,0
Zotu4931,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.5730337,0,0,0,0,0,0,0,0
Zotu7092,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2337,3.759398496,0,0,4.830917874,0,0,0,0,7.90513834,8.547008547,11.95219124,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1294,0,0,0,0,0,0,0,0,7.90513834,0,0,0,4,12.5,90.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1958,3.759398496,0,0,0,0,0,0,0,3.95256917,0,3.984063745,0,8,25,32.0855615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5660,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2840,7.518796992,0,0,4.830917874,0,0,0,0,3.95256917,0,11.95219124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8425,3.759398496,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1279,18.79699248,0,0,9.661835749,0,0,0,8.547008547,3.95256917,0,11.95219124,0,8,0,0,0,9.174311927,0,0,0,0,27.02702703,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu6560,0,0,0,0,0,0,0,0,0,8.547008547,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu5558,0,0,0,0,0,0,21.73913043,8.547008547,0,8.547008547,3.984063745,0,0,0,0,0,9.174311927,0,21.27659574,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu8996,0,0,17.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu2010,0,0,0,0,52.63157895,49.5049505,0,0,0,0,0,0,0,0,0,7.352941176,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu3432,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27272727,0,0,0,0,0,0,0
Zotu9429,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3757,0,0,0,0,52.63157895,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0
Zotu6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8090,0,0,0,0,78.94736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0
Zotu2173,0,0,0,0,105.2631579,0,0,0,3.95256917,8.547008547,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11.23595506,0,0,0,0,0,0,0,0
Zotu1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,4.545454545,0,0,0,0,0,0,0
Zotu2228,3.759398496,0,0,4.830917874,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu1969,0,0,0,0,0,0,0,0,3.95256917,0,11.95219124,0,12,25,26.73796791,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2129,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.05882353,0,0,0,0,0,0,0,0,11.23595506,0,0,0,0,14.63414634,0,0,0
Zotu7303,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6382,7.518796992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0769231,0,0,0,0,0,0
Zotu4794,0,0,0,0,0,0,0,0,3.95256917,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2140,0,0,0,0,0,0,0,0,0,0,7.96812749,0,8,25,26.73796791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3150,3.759398496,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,24.3902439,0
Zotu4297,0,0,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4260,3.759398496,0,0,0,0,0,0,0,3.95256917,0,0,0,4,0,16.04278075,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6090,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu1806,0,0,0,0,0,19.8019802,0,0,0,8.547008547,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27272727,0,0,0,0,0,0,0
Zotu3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5350,0,0,0,0,26.31578947,0,0,0,3.95256917,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0
Zotu2156,15.03759398,0,0,0,0,0,0,0,7.90513834,0,3.984063745,0,4,12.5,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu1495,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6165,0,0,0,0,0,0,0,8.547008547,7.90513834,0,0,8.620689655,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8554,0,0,0,0,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4.545454545,0,0,0,0,0,0,0
Zotu2602,0,0,0,0,0,0,0,0,3.95256917,0,0,0,4,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu9254,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Zotu1372,0,0,0,0,0,0,0,0,7.90513834,8.547008547,0,0,0,0,0,7.352941176,0,15.87301587,0,0,0,0,0,0,0,4.545454545,6.41025641,83.33333333,0,14.63414634,0,0,0
Zotu1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0374332,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41176471,0,0,0,0,0,0,0,0,89.88764045,0,6.41025641,0,0,136.5853659,0,0,0
Zotu3507,0,0,0,0,0,0,0,0,0,0,0,25.86206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2670,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,12.82051282,0,0,14.63414634,0,0,0
Zotu7643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4578,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu1414,7.518796992,0,0,4.830917874,0,0,0,8.547008547,7.90513834,0,11.95219124,0,8,0,0,0,27.52293578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.70588235,0,0,0,0,0,0,0,0,11.23595506,0,6.41025641,0,0,0,0,0,0
Zotu6005,3.759398496,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4964,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,11.36363636,0,0,0,0
Zotu4429,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2984,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3974,0,0,0,14.49275362,0,0,0,0,0,0,3.984063745,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7041,0,0,0,9.661835749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1820,0,0,0,0,0,0,0,8.547008547,7.90513834,8.547008547,3.984063745,25.86206897,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.51219512,0,0,0
Zotu7079,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5799,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,7.352941176,0,7.936507937,0,0,0,0,20,0,0,0,0,0,11.36363636,0,0,0,0
Zotu3501,0,0,0,0,0,0,0,0,0,102.5641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.55319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2511,0,0,0,0,0,0,0,0,0,0,3.984063745,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2040,0,0,0,0,0,0,0,0,0,0,3.984063745,43.10344828,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5512,0,357.1428571,0,0,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,68.96551724,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6025,0,0,0,4.830917874,0,0,0,0,3.95256917,0,7.96812749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4385,3.759398496,0,0,24.15458937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1530,0,0,0,9.661835749,0,0,0,25.64102564,19.76284585,8.547008547,7.96812749,17.24137931,4,0,0,22.05882353,0,7.936507937,0,0,0,0,0,0,0,0,19.23076923,0,0,9.756097561,0,0,0
Zotu2512,7.518796992,0,0,0,0,0,0,8.547008547,3.95256917,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4235,3.759398496,0,0,0,0,0,0,0,0,0,7.96812749,0,0,0,0,0,9.174311927,7.936507937,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu1685,3.759398496,0,0,0,0,0,0,0,3.95256917,0,0,60.34482759,4,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,6.41025641,0,0,0,0,0,0
Zotu3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.09090909,0,0,0,0,0,0,0
Zotu3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5239,0,0,17.85714286,4.830917874,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7046,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23595506,0,0,0,0,0,0,0,0
Zotu8120,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8879,3.759398496,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4236,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4822,0,0,0,0,26.31578947,0,0,17.09401709,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7091,0,0,0,0,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5248,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756097561,0,0,0
Zotu2994,0,0,0,0,0,19.8019802,0,0,0,42.73504274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0
Zotu5144,0,0,0,0,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,20,0,0,0,0,0,0,4.87804878,0,0,0
Zotu5403,0,0,0,4.830917874,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,21.27659574,0,0,0,20,0,0,0,0,0,11.36363636,0,0,0,0
Zotu7886,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu4036,0,0,0,4.830917874,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,7.936507937,21.27659574,0,0,0,0,0,0,0,0,0,0,9.756097561,0,0,0
Zotu4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3513,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
