,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032296122,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4012,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0.196627833,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1137,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,0.884825247,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278080912,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425551787,1.832659252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310377034,2.464610718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu592,0,0,0,0,0,0,0,0,0,4.95049505,0,0,0,6.170934897,6.473724296,0,0,0,0,0,0,0,0,1.071811361,1.660784721,0,0,0,0,0,1.318391562,0,0.671591672
Zotu3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376394829,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.263902932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308546745,0,1.278080912,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.063195147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310377034,1.579878665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162906159,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966278327,2.085439838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,1.579878665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.453488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08145308,1.579878665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130610038,1.263902932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1248,0,0,0,0,0,0,0,0,0,1.485148515,0,0,0,3.085467448,3.427265804,0,0,0,0,0,0,0,0,0,0.20759809,0,0,0,0,0,0.659195781,0,0
Zotu3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.998574448,2.338220425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,1.895854398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064592243,1.579878665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08145308,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032296122,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62217962,1.895854398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818807452,2.022244692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86796441,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.671336578,1.895854398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523865703,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
