,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818807452,1.579878665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310377034,2.085439838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.200707786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86796441,1.579878665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.474708745,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376394829,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.671336578,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu854,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,6.488718478,6.951466127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.113749201,2.275025278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1292,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,1.86796441,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818807452,1.895854398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228923954,1.516683519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064592243,1.769464105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1503,0,0,0,0,0,0,0,0,0,0,0,0.06992518,0,0,0,2.94941749,2.527805865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032296122,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769650494,2.717391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310377034,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130610038,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.917121369,2.211830131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032296122,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818807452,1.895854398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130610038,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523865703,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703632699,2.085439838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08145308,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.695146613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.834242737,3.412537917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573022661,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,1.074317492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983139163,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.631951466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179766996,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162906159,2.085439838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08145308,1.327098079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.063195147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.720493536,1.011122346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737354373,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442412624,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.769464105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.516683519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049156958,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786511331,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.947927199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688197414,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.293516197,3.096562184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589883498,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.425551787,0.758341759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327237871,1.390293225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933982205,1.137512639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147470875,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54072654,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344098707,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.126390293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196627833,0.37917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.442366026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.56875632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491569582,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245784791,0.884732053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835668289,0.505561173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393255665,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639040456,0.821536906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884825247,0.315975733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098313916,0.18958544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294941749,0.252780586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
