,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,21 Acropora sp,22 Acropora sp,25A Porites sp,27 Acropora sp,2B Pocillopora damicornis,30B Montipora sp,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,36B Montipora sp,3B Pocillopora sp,42B Montipora sp,42C Montipora sp,43B Pocillopora damicornis,45 Porites sp,46B Porites sp,48B Acropora sp,5 Acropora sp,50B Acropora sp,6B Pocillopora damicornis,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7936,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1664,0,0,0,0,8.695652174,0,0,0,0,0,54.79452055,14.49275362,0,47.61904762,0,0,0,12.98701299,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,0
Zotu1690,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4931,0,0,0,0,26.08695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048582996,0,0,0,0,0,0
Zotu1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2337,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu1294,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu1958,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619,0,0,0,0,0
Zotu5660,0,0,9.523809524,0,0,6.211180124,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu2840,0,0,0,0,0,0,0,0,8.333333333,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu3831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu8425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu1279,0,0,0,11.11111111,0,0,0,30.3030303,0,0,0,0,9.523809524,0,0,0,0,0,0,7.8125,0,0,17.24137931,0,0,0,11.9047619,0,0,0,0,5.714285714
Zotu6560,0,0,0,0,0,0,16.94915254,0,0,7.462686567,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu5558,0,0,0,0,8.695652174,0,0,0,0,0,13.69863014,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu8996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu2010,0,0,9.523809524,0,0,24.8447205,59.3220339,20.2020202,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3432,0,0,0,0,0,0,8.474576271,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu9429,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14574899,0,10,0,0,0,0
Zotu5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0
Zotu3757,0,0,57.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6842,0,0,0,0,8.695652174,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8090,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2173,0,0,38.0952381,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1778,17.85714286,0,0,0,0,12.42236025,0,10.1010101,258.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Zotu2228,0,0,0,0,0,12.42236025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu6382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4794,0,0,0,0,0,0,0,0,0,22.3880597,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3150,0,0,66.66666667,0,0,0,0,0,16.66666667,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,16.39344262,0,0
Zotu4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.30805687,0,0,0,0,0,0,0,0
Zotu1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0
Zotu8713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu1806,0,0,0,0,0,0,16.94915254,20.2020202,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.77732794,0,0,0,0,0,0
Zotu5350,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2156,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,7.8125,0,0,5.747126437,0,0,0,15.87301587,0,0,0,0,11.42857143
Zotu1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3507109,0,0,0,0,0,0,0,0
Zotu6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu8554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4409,0,0,0,0,17.39130435,0,8.474576271,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu2602,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu9254,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu1372,0,31.25,0,0,0,6.211180124,8.474576271,0,0,0,0,43.47826087,0,47.61904762,0,0,0,0,0,0,26.31578947,0,28.73563218,0,0,4.048582996,0,0,0,24.59016393,0,0
Zotu1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4574899,0,0,0,0,0,0
Zotu1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.96103896,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu3507,0,0,0,0,0,0,0,0,0,7.462686567,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,5.714285714
Zotu2670,17.85714286,31.25,0,0,0,0,0,0,8.333333333,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,0,0,0,0,0,0
Zotu7643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,0
Zotu7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu4578,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu3400,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,27.02702703,0,0,0,0,0,0,0
Zotu4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1414,0,0,0,0,0,6.211180124,0,0,0,7.462686567,0,0,0,0,0,0,13.15789474,12.98701299,0,0,0,0,5.747126437,0,0,0,23.80952381,0,0,0,0,0
Zotu2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu4964,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.43601896,0,0,0,0,0,0,0,0
Zotu3974,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu8329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu7041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1820,0,0,0,0,17.39130435,0,0,0,0,0,0,14.49275362,0,95.23809524,0,0,0,12.98701299,0,0,0,25.64102564,0,0,0,4.048582996,0,0,0,0,0,5.714285714
Zotu7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5799,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3501,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3788,0,0,0,0,17.39130435,0,0,10.1010101,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097165992,0,0,0,0,0,0
Zotu2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14574899,3.968253968,0,0,0,0,0
Zotu5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,3.968253968,0,0,0,0,0
Zotu4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu1530,0,0,0,0,17.39130435,0,0,0,0,0,0,14.49275362,9.523809524,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0
Zotu2512,17.85714286,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,11.49425287,0,0,0,15.87301587,0,0,0,0,5.714285714
Zotu6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4235,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14574899,3.968253968,0,0,16.39344262,0,0
Zotu3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478672986,0,0,0,0,0,0,0,0
Zotu5239,0,0,0,0,0,6.211180124,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,3.968253968,0,0,0,0,0
Zotu7046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21800948,0,0,0,0,0,0,0,0
Zotu6648,0,0,19.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu8120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu8879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6220,0,0,9.523809524,0,0,0,16.94915254,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.196721311,0,0
Zotu4236,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu4822,17.85714286,0,0,0,0,12.42236025,0,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39344262,0,0
Zotu7091,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5248,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,4.048582996,0,0,0,0,0,0
Zotu2932,17.85714286,31.25,0,0,0,6.211180124,0,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,10,0,0,0,0
Zotu2994,0,0,0,0,0,0,0,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.34008097,0,0,0,0,0,0
Zotu5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5403,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6671,0,0,0,0,0,0,0,0,0,7.462686567,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,40,0,0,0,0
Zotu4036,0,0,0,0,8.695652174,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4558,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143
Zotu2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.4089069,0,0,0,0,0,0
Zotu2781,17.85714286,0,0,0,0,18.63354037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.5625,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1571,0,0,0,0,0,62.11180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,27.02702703,0,0,0,0,8.196721311,0,0
Zotu6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2027,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619,0,0,0,0,0
Zotu7242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu2851,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,15.87301587,0,0,0,0,0
Zotu2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7852,0,0,0,0,8.695652174,0,0,0,0,0,0,14.49275362,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19433198,0,0,0,0,0,0
Zotu4585,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3470,0,0,0,0,0,12.42236025,0,10.1010101,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.34008097,0,10,0,0,0,0
Zotu6904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,0,0,0,0,0,0,0,0
Zotu1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3507109,0,0,0,0,0,0,0,0
Zotu2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.87449393,0,0,0,0,0,0
Zotu6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.6666667,0,0,0
Zotu2797,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,5.714285714
Zotu4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7372,0,0,0,0,0,12.42236025,0,0,16.66666667,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,20.24291498,0,10,0,0,0,0
Zotu6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714
Zotu6845,0,0,0,0,0,0,33.89830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0
Zotu4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu5337,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu2354,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739336493,0,0,0,0,0,0,0,0
Zotu3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1682,0,0,0,0,8.695652174,0,8.474576271,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,11.42857143
Zotu5074,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9010,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4062,0,0,0,0,0,6.211180124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968253968,0,0,0,0,0
Zotu3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0
Zotu8344,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,41.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,5.747126437,0,0,0,0,0,0,0,0,0
Zotu2966,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
