,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,22 Acropora sp,25A Porites sp,2B Pocillopora damicornis,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,42B Montipora sp,43B Pocillopora damicornis,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu942,0,0,0,0,0,0,0,0,0,0,0,0,70.70707071,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1290,0,0,0,0,71.42857143,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,0
Zotu1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1001,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2252,0,0,0,0,0,0,0,0,0,0,0,0,202.020202,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3681,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu931,0,0,0,0,0,0,0,0,0,0,380.952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1297,0,0,0,0,0,0,397.7272727,0,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0
Zotu3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0
Zotu9681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.8947368,0,0,0,0,0
Zotu1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu703,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,0,0,13.51351351,0,0,0
Zotu379,40,145.631068,11.42857143,9.900990099,71.42857143,115.7894737,0,142.8571429,0,68.96551724,0,25.97402597,0,25.86206897,21.50537634,31.25,54.05405405,52.63157895,6.920415225,92.10526316,212.1212121,13.51351351,43.47826087,33.89830508,0
Zotu258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5081,0,0,0,0,0,0,0,0,0,0,0,0,212.1212121,0,0,0,0,0,0,0,0,0,0,0,0
Zotu262,60,0,0,0,47.61904762,0,11.36363636,0,0,0,0,0,0,0,182.7956989,0,0,0,6.920415225,0,30.3030303,0,0,0,294.1176471
Zotu1278,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu598,80,0,1.904761905,0,166.6666667,115.7894737,0,0,71.42857143,172.4137931,0,0,40.4040404,103.4482759,0,171.875,81.08108108,0,6.920415225,0,30.3030303,121.6216216,0,16.94915254,69.51871658
Zotu3809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5011,0,0,0,0,23.80952381,0,11.36363636,122.4489796,0,0,0,0,20.2020202,0,0,0,0,0,0,0,0,0,0,0,0
Zotu901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0
Zotu1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu727,0,0,0,0,0,0,0,0,500,0,833.3333333,77.92207792,0,0,0,0,0,2052.631579,0,0,0,0,1739.130435,0,0
Zotu545,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0
Zotu1795,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu886,20,0,7.619047619,9.900990099,71.42857143,147.3684211,22.72727273,428.5714286,0,0,0,0,0,0,0,15.625,0,0,0,13.15789474,0,0,43.47826087,33.89830508,26.73796791
Zotu2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu179,0,0,0,0,0,0,0,0,0,0,0,0,0,129.3103448,0,0,0,0,0,13.15789474,0,0,0,0,0
Zotu5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.43315508
Zotu7203,0,0,0,0,0,21.05263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6440678,5.347593583
Zotu1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1310,0,19.41747573,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0
Zotu5922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0
Zotu248,0,0,0,9.900990099,47.61904762,10.52631579,1693.181818,81.63265306,0,0,47.61904762,0,2070.707071,525.862069,279.5698925,125,54.05405405,0,114.1868512,105.2631579,60.60606061,418.9189189,43.47826087,813.559322,358.2887701
Zotu1574,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11011,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1506,0,0,0,0,0,31.57894737,102.2727273,0,0,0,0,0,0,25.86206897,0,0,0,0,0,39.47368421,0,0,0,0,0
Zotu899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1259,0,0,295.2380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2898,20,0,0,0,0,0,0,61.2244898,0,0,0,0,0,51.72413793,10.75268817,78.125,0,0,3.460207612,118.4210526,0,0,0,84.74576271,0
Zotu1880,0,0,0,0,0,52.63157895,0,0,0,0,0,0,0,0,473.1182796,62.5,0,0,0,0,0,0,0,33.89830508,0
Zotu303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.875,0,0,0,0,0,0,0,0,0
Zotu7618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu710,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6946,0,0,36.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1130,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2871,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2727,0,0,0,0,0,52.63157895,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.47826087,33.89830508,0
Zotu1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu610,0,0,1.904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu6828,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu328,0,0,0,0,0,10.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu793,0,19.41747573,0,0,0,0,0,0,166.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1268,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu603,0,0,809.5238095,108.9108911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8614,0,0,26.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0
Zotu1644,0,29.12621359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8880,0,0,0,0,0,0,45.45454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1032,0,0,0,0,0,10.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0
Zotu1519,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.84745763,0
Zotu863,0,0,527.6190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4432,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63157895,0,0,0,0,0,0,0
Zotu4885,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,13.51351351,0,0,0
Zotu1547,0,0,0,0,0,0,0,0,0,0,0,0,20.2020202,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1606,0,0,3.80952381,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0
Zotu2594,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1827,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,55.3633218,197.3684211,0,67.56756757,0,0,0
Zotu5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1118,0,0,0,0,0,0,0,0,2571.428571,0,500,90.90909091,0,0,0,0,0,157.8947368,0,0,0,0,0,0,0
Zotu949,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0
Zotu596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.47826087,0,0
Zotu680,80,0,0,0,0,0,0,0,0,0,0,0,0,0,333.3333333,0,0,105.2631579,3.460207612,39.47368421,181.8181818,27.02702703,0,33.89830508,16.04278075
Zotu772,0,0,1.904761905,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0
Zotu3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1263,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84083045,0,0,0,0,0,0
Zotu5518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2320,0,0,0,0,0,0,318.1818182,0,0,0,0,0,171.7171717,0,0,0,0,0,0,0,0,0,0,0,0
Zotu735,0,0,30.47619048,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0
Zotu1579,0,0,0,0,190.4761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0
Zotu1181,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu964,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu11027,0,0,3.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3085,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu9535,0,0,0,0,0,0,0,204.0816327,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0
Zotu1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu809,0,0,1.904761905,19.8019802,95.23809524,210.5263158,11.36363636,142.8571429,0,0,0,12.98701299,10.1010101,0,225.8064516,0,0,0,0,0,151.5151515,0,43.47826087,0,26.73796791
Zotu11135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu8748,0,0,26.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04278075
Zotu5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu2668,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu7463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6816609,13.15789474,0,13.51351351,0,0,0
Zotu7677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84083045,0,0,0,0,0,0
Zotu788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu681,0,29.12621359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.84745763,0
Zotu1184,0,106.7961165,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,609.6256684
Zotu5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75268817,0,0,0,0,0,0,0,0,0,0
Zotu1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,5.347593583
Zotu4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,0,0,0,0,0,0
Zotu1115,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0
Zotu1455,0,0,268.5714286,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1513,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0
Zotu739,0,0,0,0,0,0,0,0,0,0,0,0,20.2020202,0,0,0,0,0,3.460207612,0,60.60606061,0,0,0,0
Zotu4812,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1160,0,0,0,29.7029703,23.80952381,0,22.72727273,0,0,0,0,12.98701299,0,34.48275862,0,0,0,0,0,0,0,40.54054054,0,220.3389831,58.82352941
Zotu1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,0
Zotu6291,0,9.708737864,1.904761905,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0
Zotu1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu184,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu1357,0,0,0,0,0,0,0,0,166.6666667,0,23.80952381,0,0,8.620689655,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu701,0,0,1.904761905,0,0,21.05263158,0,0,0,0,0,38.96103896,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.6149733
Zotu2631,40,0,0,0,0,0,0,20.40816327,0,0,23.80952381,0,0,0,0,0,0,0,128.0276817,65.78947368,0,27.02702703,0,0,0
Zotu548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0
Zotu4210,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,16.94915254,0
Zotu8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,54.05405405,0,0,0
Zotu11203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu524,0,1805.825243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1945,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2637,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84083045,0,0,0,0,0,0
Zotu2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu7509,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1347,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2226,0,0,167.6190476,158.4158416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
