	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id
Zotu1096	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu10960	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10962	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella			0
Zotu10963	Bacteria	Verrucomicrobiota	Lentisphaeria						0
Zotu10965	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu10966	Bacteria								0
Zotu10967	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu10968	Bacteria	Planctomycetota	Planctomycetota Bd7-11						0
Zotu10969	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu1097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10970	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10971	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10972	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10973	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10974	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales					0
Zotu10975	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu10976	Bacteria	Planctomycetota	Planctomycetota						0
Zotu10977	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10978	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu1098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10980	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae Sm1a02			0
Zotu10981	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu10982	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae				0
Zotu10983	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu10984	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_pcc-7319			0
Zotu10985	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu10986	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu10987	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu10988	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella			0
Zotu10989	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella			0
Zotu1099	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu10990	Bacteria	Firmicutes	Negativicutes	Veillonellales-selenomonadales	Veillonellaceae	Negativicoccus			0
Zotu10991	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu10992	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas			0
Zotu10993	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae				0
Zotu10994	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae SBR1032	Anaerolineae SBR1031 A4b				0
Zotu10995	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae				0
Zotu10996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum			0
Zotu10997	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu10998	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae Ns10_marine_group			0
Zotu11	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu1100	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu11000	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola			0
Zotu11001	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae Scgc_aaa164-e04			0
Zotu11002	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales NS9_marine_group				0
Zotu11003	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu11004	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu11005	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu11006	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu11007	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11008	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter			0
Zotu1101	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu11011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu11012	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu11013	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae				0
Zotu11014	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11015	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11016	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu11017	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11018	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter			0
Zotu11019	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu1102	Bacteria	Bacteroidota	Bacteroidia						0
Zotu11021	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu11022	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11023	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae				0
Zotu11024	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Hyphococcus			0
Zotu11025	Bacteria	Patescibacteria	Parcubacteria						0
Zotu11026	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11027	Archaea	Halobacterota	Halobacteria	Halobacterales	Halococcaceae	Halococcus			0
Zotu11028	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu11029	Bacteria								0
Zotu1103	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11030	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu11031	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter			0
Zotu11032	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu11033	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae				0
Zotu11034	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu11035	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter			0
Zotu11036	Bacteria	Bacteroidota	Bacteroidia						0
Zotu11037	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11038	Bacteria	Planctomycetota	Planctomycetota OM190						0
Zotu11039	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu1104	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11040	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu11041	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu11042	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu11043	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae Sm1a02			0
Zotu11044	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu11045	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu11046	Bacteria	Bacteroidota	Bacteroidia						0
Zotu11047	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae				0
Zotu11048	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu11049	Bacteria	SAR324_clade(Marine_group_B)							0
Zotu1105	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu11050	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia Pb19					0
Zotu11051	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae				0
Zotu11052	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11053	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11054	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae				0
Zotu11055	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Rapidithrix			0
Zotu11056	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella			0
Zotu11057	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu11058	Bacteria	Planctomycetota	Planctomycetota Om191						0
Zotu11059	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae				0
Zotu11060	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus			0
Zotu11061	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales					0
Zotu11062	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11063	Bacteria	Myxococcota	Polyangia	Polyangia Blfdi19					0
Zotu11064	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu11065	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu11066	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11067	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellae Wchb1-41					0
Zotu11068	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium			0
Zotu11069	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu1107	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu11070	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus			0
Zotu11071	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu11072	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu11073	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11074	Bacteria	Planctomycetota	Planctomycetota Pla4_lineage						0
Zotu11075	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula			0
Zotu11076	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu11078	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium			0
Zotu11079	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix			0
Zotu1108	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11081	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae				0
Zotu11082	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11084	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu11085	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu11086	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Thaumasiovibrio			0
Zotu11087	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae				0
Zotu11088	Bacteria	Firmicutes	Negativicutes	Veillonellales-selenomonadales	Sporomusaceae	Propionispora			0
Zotu11090	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu11091	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu11092	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu11093	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Microscilla			0
Zotu11095	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu11096	Bacteria	Bacteroidota	Bacteroidia						0
Zotu11098	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula			0
Zotu11099	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu1110	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11100	Bacteria	Gemmatimonadota	Gemmatimonadota Bd2-11_terrestrial_group						0
Zotu11102	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu11104	Bacteria	Proteobacteria	Gammaproteobacteria					Zotu_2127	100
Zotu11105	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11106	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae				0
Zotu11107	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu11108	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga			0
Zotu11109	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu1111	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu11110	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu11111	Bacteria	Planctomycetota	Planctomycetota Vadinha49						0
Zotu11112	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae				0
Zotu11113	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu11114	Bacteria	Planctomycetota	Planctomycetota 028h05-p-bn-p5						0
Zotu11115	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu11116	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae				0
Zotu11117	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas			0
Zotu11118	Bacteria	Bacteroidota	Bacteroidia						0
Zotu11119	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae				0
Zotu11120	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu11121	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11122	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter			0
Zotu11123	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu11124	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_p7			0
Zotu11125	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula			0
Zotu11126	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidium_mbic10003			0
Zotu11127	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu11129	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu1113	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccus			0
Zotu11131	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu11132	Bacteria								0
Zotu11133	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu11134	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu11135	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu11136	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11137	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium			0
Zotu11138	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ant.lacv5.1			0
Zotu11139	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu1114	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu11140	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu11141	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu11142	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11143	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11144	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11146	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11147	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio			0
Zotu11148	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu11149	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu1115	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ant.lacv5.1			0
Zotu11150	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu11151	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu11153	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11154	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu11155	Bacteria								0
Zotu11156	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu11157	Bacteria								0
Zotu11158	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu11159	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu1116	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae Sva0996_marine_group			0
Zotu11161	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					0
Zotu11162	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu11163	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae				0
Zotu11164	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_bd2-2				0
Zotu11165	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11166	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus			0
Zotu11167	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu11168	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales					0
Zotu11169	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae SBR1032	Anaerolineae SBR1031 A4b				0
Zotu1117	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae				0
Zotu11170	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11171	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu11172	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionales Bd2-7				0
Zotu11174	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu11175	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia			0
Zotu11176	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter			0
Zotu11177	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae				0
Zotu11178	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu11179	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					0
Zotu1118	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas			0
Zotu11180	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu11181	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu11182	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales					0
Zotu11183	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu11184	Bacteria	Acidobacteriota	Acidobacteriota Subgroup_22						0
Zotu11185	Bacteria	SAR324_clade(Marine_group_B)							0
Zotu11186	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria Unknown_family				0
Zotu11187	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu11188	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae				0
Zotu11190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu11191	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11192	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu11193	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu11194	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae				0
Zotu11195	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu11196	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu11197	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu11198	Bacteria	Bacteroidota	Bacteroidia						0
Zotu11199	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium			0
Zotu1120	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu11200	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales Ef100-94h03				0
Zotu11201	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula			0
Zotu11202	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacterales 67-14				0
Zotu11203	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu11204	Bacteria	Acidobacteriota	Acidobacteriota Subgroup_21						0
Zotu11205	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu11206	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu11207	Bacteria	Planctomycetota	Planctomycetota 028h05-p-bn-p5						0
Zotu11209	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu1121	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu11210	Bacteria	Bacteroidota	Bacteroidia						0
Zotu11211	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales					0
