	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id
Zotu10676	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerae Ccm11a					0
Zotu10677	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10678	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu10679	Bacteria	Wps-2							0
Zotu1068	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10680	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola			0
Zotu10681	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus			0
Zotu10682	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10683	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10684	Bacteria	Planctomycetota	Planctomycetota Pla3_lineage						0
Zotu10687	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10688	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu1069	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Temperatibacteraceae	Temperatibacter			0
Zotu10690	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10692	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita			0
Zotu10693	Bacteria	Planctomycetota	Planctomycetota						0
Zotu10694	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10695	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu10696	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10697	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales					0
Zotu10698	Bacteria	SAR324_clade(Marine_group_B)							0
Zotu10699	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales					0
Zotu107	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus			0
Zotu1070	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10700	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu10701	Archaea	Halobacterota	Halobacteria	Halobacterales					0
Zotu10703	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter			0
Zotu10704	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu10705	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae				0
Zotu10706	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu10707	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu10708	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10709	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu1071	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10710	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu10711	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium			0
Zotu10712	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10713	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10714	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda			0
Zotu10715	Bacteria								0
Zotu10716	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu10717	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu10718	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10719	Bacteria	Bacteroidota	Bacteroidia						0
Zotu1072	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum			0
Zotu10720	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu10721	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu10723	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10724	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu10725	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcaceae P3ob-42			0
Zotu10726	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera			0
Zotu10727	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10728	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu10729	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu1073	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10730	Bacteria	SAR324_clade(Marine_group_B)							0
Zotu10731	Bacteria	Chloroflexi	Anaerolineae						0
Zotu10732	Bacteria	Latescibacterota							0
Zotu10733	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu10734	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira			0
Zotu10735	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae				0
Zotu10736	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10737	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum			0
Zotu10738	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10739	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae				0
Zotu1074	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas			0
Zotu10740	Bacteria								0
Zotu10741	Bacteria								0
Zotu10743	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellaceae R76-b128			0
Zotu10744	Bacteria								0
Zotu10745	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu10747	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10748	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10749	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu1075	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10751	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae				0
Zotu10752	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas			0
Zotu10753	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu10754	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales					0
Zotu10755	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Om182_clade					0
Zotu10756	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu10757	Bacteria	Planctomycetota	Planctomycetota Pla3_lineage						0
Zotu10758	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus			0
Zotu1076	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10760	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter			0
Zotu10762	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae Sva0996_marine_group			0
Zotu10763	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae Ns10_marine_group			0
Zotu10764	Bacteria								0
Zotu10765	Bacteria	Acidobacteriota	Acidobacteriota Subgroup_22						0
Zotu10766	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter			0
Zotu10767	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium			0
Zotu10768	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu10769	Bacteria	Firmicutes	Clostridia	Clostridia_ucg-014					0
Zotu1077	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella			0
Zotu10770	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales Ns11-12_marine_group				0
Zotu10771	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula			0
Zotu10772	Bacteria	Planctomycetota	Planctomycetota						0
Zotu10773	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10775	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus			0
Zotu10776	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10777	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae				0
Zotu10778	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae Sva0996_marine_group			0
Zotu10779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubribacterium			0
Zotu1078	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10780	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium			0
Zotu10781	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10782	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae				0
Zotu10783	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10784	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellaceae Msbl3			0
Zotu10785	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu10786	Bacteria	Planctomycetota	Planctomycetota						0
Zotu10787	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu10788	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10789	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu1079	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu10791	Bacteria	Planctomycetota	Planctomycetota						0
Zotu10793	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Milano-wf1b-44					0
Zotu10794	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter			0
Zotu10795	Bacteria	Chloroflexi	Anaerolineae						0
Zotu10796	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_peregrinibacteria					0
Zotu10797	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula			0
Zotu10799	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia			0
Zotu108	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcaceae P3ob-42			0
Zotu1080	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu10800	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10801	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu10802	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax			0
Zotu10804	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10805	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu10806	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Pleionea			0
Zotu10807	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10808	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina			0
Zotu1081	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio			0
Zotu10810	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10811	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas			0
Zotu10812	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera			0
Zotu10813	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis_pcc-6712			0
Zotu10814	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexia 0319-6g20					0
Zotu10815	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10816	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix			0
Zotu10817	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria At-s2-62					0
Zotu10818	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae				0
Zotu10819	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu1082	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_pcc-7319			0
Zotu10820	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu10821	Bacteria	Acidobacteriota	Acidobacteriota Subgroup_22						0
Zotu10822	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10823	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu10824	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu10825	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae				0
Zotu10826	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10827	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales Ps1_clade				0
Zotu10828	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae				0
Zotu10829	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu1083	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10830	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae				0
Zotu10831	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10832	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algitalea			0
Zotu10833	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Ev818swsap88					0
Zotu10834	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu10835	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas			0
Zotu10836	Bacteria	Desulfobacterota							0
Zotu10837	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae				0
Zotu10838	Bacteria	Acidobacteriota	Acidobacteriota Subgroup_22						0
Zotu1084	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agaribacter			0
Zotu10840	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu10841	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_peribacteria					0
Zotu10842	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae				0
Zotu10843	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae				0
Zotu10844	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu10845	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10846	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula			0
Zotu10847	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10848	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu10849	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10850	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10851	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10852	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu10853	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup_23			0
Zotu10854	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales					0
Zotu10855	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu10856	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales					0
Zotu10857	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio			0
Zotu10858	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula			0
Zotu10859	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae				0
Zotu1086	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu10860	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae				0
Zotu10861	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10862	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10863	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu10864	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_drto-55.2			0
Zotu10865	Bacteria	Planctomycetota	Planctomycetota Pla3_lineage						0
Zotu10866	Bacteria	Planctomycetota	Planctomycetota Bd7-11						0
Zotu10867	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia			0
Zotu10868	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacterales 67-14				0
Zotu1087	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10870	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu10872	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10873	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agaribacterium			0
Zotu10874	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales					0
Zotu10875	Bacteria	Nb1-j							0
Zotu10876	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella			0
Zotu10877	Bacteria								0
Zotu10878	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10879	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu1088	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu10880	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales					0
Zotu10881	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10882	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae				0
Zotu10883	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales					0
Zotu10884	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu10885	Bacteria	Verrucomicrobiota	Lentisphaeria						0
Zotu10886	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales					0
Zotu10887	Bacteria								0
Zotu10888	Bacteria	Planctomycetota	Planctomycetota vadinHA49						0
Zotu10889	Bacteria	Nb1-j							0
Zotu1089	Bacteria	Wps-2							0
Zotu10890	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10891	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu10892	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella			0
Zotu10893	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10894	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium			0
Zotu10895	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu10896	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae				0
Zotu10897	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales					0
Zotu10898	Bacteria	Planctomycetota	Planctomycetota OM190						0
Zotu10899	Bacteria	Desulfobacterota	Desulfuromonadia	Geopsychrobacteraceae	Desulfuromusa				0
Zotu109	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita			0
Zotu1090	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu10900	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10902	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu10903	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10904	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10906	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10908	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales					0
Zotu10909	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus			0
Zotu1091	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae				0
Zotu10910	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus			0
Zotu10911	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter			0
Zotu10912	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu10913	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera			0
Zotu10914	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium			0
Zotu10915	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu10916	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas			0
Zotu10917	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacteria Subgroup_9					0
Zotu10918	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Sm2d12				0
Zotu1092	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales					0
Zotu10920	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea			0
Zotu10922	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae				0
Zotu10923	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria  Sar86_clade					0
Zotu10924	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium			0
Zotu10925	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu10926	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas			0
Zotu10927	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae Sm1a02			0
Zotu10928	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcales_incertae_sedis	Schizothrix_lege_07164			0
Zotu10929	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu1093	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae Sva0996_marine_group			0
Zotu10930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					0
Zotu10931	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae				0
Zotu10932	Bacteria	Latescibacterota							0
Zotu10935	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu10936	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu10937	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1b-19_marine_sediment_group			0
Zotu10938	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu10939	Bacteria	Firmicutes	Negativicutes	Veillonellales-selenomonadales	Veillonellaceae	Dialister			0
Zotu1094	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10941	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae				0
Zotu10942	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu10943	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae				0
Zotu10945	Bacteria	Verrucomicrobiota	Lentisphaeria						0
Zotu10946	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Mastigocoleus_bc008			0
Zotu10947	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales					0
Zotu10948	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10949	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu1095	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-shigella			0
Zotu10950	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu10951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia			0
Zotu10952	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10953	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula			0
Zotu10954	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu10955	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu10956	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Nitrosococcaceae Cm1-21			0
Zotu10957	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu10958	Bacteria	Bacteroidota	Bacteroidia						0
Zotu10959	Bacteria	Proteobacteria	Alphaproteobacteria						0
